"","navn","ministerpost","parti","start","stop","dod","regering","r_start","r_stop","time","p_start","p_stop","early","regering_lower","Nr","Regeringsnavn","Fra","Parti(er)","Til","Kaldenavn","url_add"
"1263","Pia Olsen Dyhr"," Transportminister (fra 09.08.13)  og "," (F)",2013-08-09,2013-08-09,"09.08.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,0,2011-10-03,2013-08-09,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1264","Astrid Krag Kristensen"," Minister for sundhed og forebyggelse  og "," (F)",2011-10-03,NA,"","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,NA,2011-10-03,NA,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1265","Nick Hækkerup"," Forsvarsminister (til 09.08.13)  og "," (A)",2011-10-03,2013-08-09,"09.08.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,1.8493150684933,2011-10-03,2013-08-09,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1266","Nick Hækkerup"," Handels- og europaminister (fra 09.08.13)  og "," (A)",2013-08-09,2013-08-09,"09.08.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,0,2011-10-03,2013-08-09,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1267","Ida Margrete Meier Auken"," Miljøminister  og "," (F)",2011-10-03,NA,"","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,NA,2011-10-03,NA,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1268","Nicolai Halby Wammen"," Europaminister (til 09.08.13)  og "," (A)",2011-10-03,2013-08-09,"09.08.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,1.8493150684933,2011-10-03,2013-08-09,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1269","Nicolai Halby Wammen"," Forsvarsminister (fra 09.08.13)  og "," (A)",2013-08-09,2013-08-09,"09.08.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,0,2011-10-03,2013-08-09,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1270","Manu Sareen"," Minister for ligestilling og kirke og minister for nordisk samarbejde  og "," (B)",2011-10-03,NA,"","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,NA,2011-10-03,NA,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1271","Christian Friis Bach"," Minister for udviklingsbistand (til 21.11.13)  og "," (B)",2011-10-03,2013-11-21,"21.11.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,2.13424657534256,2011-10-03,2013-11-21,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1272","Uffe Elbæk"," Kulturminister (til 6.12.12)  og "," (B)",2011-10-03,2012-12-06,"6.12.12","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,1.17553709109961,2011-10-03,2012-12-06,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1273","Marianne Jelved"," Kulturminister (fra 6.12.12)  og "," (B)",2012-12-06,2012-12-06,"6.12.12","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,0,2012-12-06,2012-12-06,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1274","Henrik Martin Sass Larsen"," Erhvervs- og vækstminister (fra 09.08.13)  og "," (A)",2013-08-09,2013-08-09,"09.08.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,0,2013-08-09,2013-08-09,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1275","Rasmus Helveg Petersen"," Udviklingsminister (fra 21.11.13)  og "," (B)",2013-11-21,2013-11-21,"21.11.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,0,2013-11-21,2013-11-21,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1276","Jonas Dahl"," Skatteminister (fra 12.12.13)  og "," (F)",2013-12-12,2013-12-12,"12.12.13","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,0,2013-12-12,2013-12-12,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1277","Dan Jørgensen"," Minister for fødevarer og  landbrug og fiskeri "," (A)",2011-10-03,NA,"","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,NA,2011-10-03,NA,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1278",""," og ","(fra 12.12.13)",2011-10-03,NA,"","Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,NA,NA,2011-10-03,NA,NA,"regeringen-helle-thorning-schmidt-i",74,"Regeringen Helle Thorning-Schmidt I","3. oktober 2011","Socialdemokratiet, Det Radikale Venstre, Socialistisk Folkeparti","3. februar 2014 (2 år og 123 dage)","SRSF-regeringen","Regeringen-Helle-Thorning-Schmidt-I"
"1279","Helle Thorning-Schmidt","Statsminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1280","Margrethe Vestager","Økonomi- og indenrigsminister","NA",2014-02-03,2014-09-02,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.578082191780823,2014-02-03,2014-09-02,1,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1281","Morten Østergaard","Økonomi- og indenrigsminister","NA",2014-09-02,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.819178082191684,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1282","Bjarne Corydon","Finansminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1283","Martin Lidegaard","Udenrigsminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1284","Morten Østergaard","Skatteminister","NA",2014-02-03,2014-09-02,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.578082191780823,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1285","Benny Engelbrecht","Skatteminister","NA",2014-09-02,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.819178082191684,2014-09-02,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1286","Mette Frederiksen","Beskæftigelsesminister","NA",2014-02-03,2014-10-10,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.682191780821768,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1287","Henrik Dam Kristensen","Beskæftigelsesminister","NA",2014-10-10,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.715068493150739,2014-10-10,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1288","Karen Hækkerup","Justitsminister","NA",2014-02-03,2014-10-10,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.682191780821768,2014-02-03,2014-10-10,1,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1289","Mette Frederiksen","Justitsminister","NA",2014-10-10,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.715068493150739,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1290","Sofie Carsten Nielsen","Uddannelses- og forskningsminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1291","Marianne Jelved","Kulturminister og kirkeminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1292","Carsten Hansen","Minister for by, bolig og landdistrikter og minister for nordisk samarbejde","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1293","Christine Antorini","Undervisningsminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1294","Nick Hækkerup","Minister for sundhed og forebyggelse","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1295","Nicolai Wammen","Forsvarsminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1296","Manu Sareen","Minister for børn, ligestilling, integration og sociale forhold","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1297","Henrik Sass Larsen","Erhvervs- og vækstminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1298","Rasmus Helveg Petersen","Klima-, energi- og bygningsminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1299","Dan Jørgensen","Minister for fødevarer, landbrug og fiskeri","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1300","Mogens Jensen","Handels- og udviklingsminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1301","Magnus Heunicke","Transportminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1302","Kirsten Brosbøl","Miljøminister","NA",2014-02-03,2015-06-28,NA,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,2014-02-03,2015-06-28,0,"regeringen-helle-thorning-schmidt-ii",75,"Regeringen Helle Thorning-Schmidt II","3. februar 2014","Socialdemokratiet, Det Radikale Venstre","28. juni 2015 (1 år og 145 dage)","SR-regeringen","Regeringen-Helle-Thorning-Schmidt-II"
"1303","Lars Løkke Rasmussen"," Statsminister  og "," (V)",2015-06-28,NA,"","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,NA,2015-06-28,NA,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1304","Claus Hjort Frederiksen"," Finansminister  og "," (V)",2015-06-28,NA,"","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,NA,2015-06-28,NA,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1305","Kristian Jensen"," Udenrigsminister  og "," (V)",2015-06-28,NA,"","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,NA,2015-06-28,NA,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1306","Bertel Haarder"," Kulturminister og kirkeminister  og "," (V)",2015-06-28,NA,"","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,NA,2015-06-28,NA,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1307","Ulla Tørnæs"," Uddannelses- og forskningsminister (fra 29.02.2016)  og "," (V)",2016-02-29,2016-02-29,"29.02.2016","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,0,2016-02-29,2016-02-29,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1308","Hans Christian Schmidt"," Transport- og bygningsminister  og "," (V)",2015-06-28,NA,"","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,NA,2015-06-28,NA,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1309","Eva Kjer Hansen"," Miljø- og fødevareminister (til 29.02.2016)  og "," (V)",2015-06-28,2016-02-29,"29.02.2016","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,0.673530952915598,2015-06-28,2016-02-29,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1310","Troels Lund Poulsen"," Erhvervs- og vækstminister  og "," (V)",2015-06-28,NA,"","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,NA,2015-06-28,NA,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1311","Inger Støjberg"," Udlændinge- og  integrations- og boligminister "," (V)",2015-06-28,NA,"","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,NA,2015-06-28,NA,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
"1312","Karen Ellemann"," Social- og indenrigsminister  og "," (V)",2015-06-28,NA,"","Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,NA,NA,2015-06-28,NA,NA,"regeringen-lars-loekke-rasmussen-ii",76,"Regeringen Lars Løkke Rasmussen II","28. juni 2015","Venstre","28. november 2016 (1 år og 153 dage)","V-regeringen","Regeringen-Lars-Loekke-Rasmussen-II"
